path	line	kind	qualified_name	signature_or_base
crates/rusty-bacnet/rusty_bacnet.pyi	1910	method	BACnetServer.add_credential_data_input	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1911	method	BACnetServer.add_alert_enrollment	(self, instance: int, name: str, initial_source: ObjectIdentifier)
crates/rusty-bacnet/rusty_bacnet.pyi	1914	method	BACnetServer.add_event_enrollment	(self, instance: int, name: str, event_type: int=0)
crates/rusty-bacnet/rusty_bacnet.pyi	1917	method	BACnetServer.add_elevator_group	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1918	method	BACnetServer.add_escalator	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1919	method	BACnetServer.add_lift	(self, instance: int, name: str, num_floors: int)
crates/rusty-bacnet/rusty_bacnet.pyi	1920	method	BACnetServer.add_staging	(self, instance: int, name: str, present_value: float, min_present_value: float, units: int, priority_for_writing: int, stages: list[tuple[float, list[bool], float]], target_references: list[ObjectIdentifier], stage_names: list[str] | None=None)
crates/rusty-bacnet/rusty_bacnet.pyi	1935	method	BACnetServer.add_averaging	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1938	method	BACnetServer.add_integer_value	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1939	method	BACnetServer.add_positive_integer_value	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1940	method	BACnetServer.add_large_analog_value	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1941	method	BACnetServer.add_character_string_value	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1942	method	BACnetServer.add_octet_string_value	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1943	method	BACnetServer.add_bit_string_value	(self, instance: int, name: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1946	method	BACnetServer.add_accumulator	(self, instance: int, name: str, units: int=62)
crates/rusty-bacnet/rusty_bacnet.pyi	1947	method	BACnetServer.add_pulse_converter	(self, instance: int, name: str, units: int=62)
crates/rusty-bacnet/rusty_bacnet.pyi	1950	method	BACnetServer.add_file	(self, instance: int, name: str, file_type: str='application/octet-stream')
crates/rusty-bacnet/rusty_bacnet.pyi	1951	method	BACnetServer.set_file_access_method	(self, /, instance: int, access_method: str)
crates/rusty-bacnet/rusty_bacnet.pyi	1959	method	BACnetServer.set_file_data	(self, /, instance: int, data: bytes)
crates/rusty-bacnet/rusty_bacnet.pyi	1962	method	BACnetServer.get_file_data	(self, /, instance: int)
crates/rusty-bacnet/rusty_bacnet.pyi	1965	method	BACnetServer.set_file_records	(self, /, instance: int, records: list[bytes])
crates/rusty-bacnet/rusty_bacnet.pyi	1968	method	BACnetServer.get_file_records	(self, /, instance: int)
crates/rusty-bacnet/rusty_bacnet.pyi	1971	method	BACnetServer.set_max_file_size	(self, /, instance: int, max_octets: int)
crates/rusty-bacnet/rusty_bacnet.pyi	1978	method	BACnetServer.set_max_record_count	(self, /, instance: int, max_records: int)
crates/rusty-bacnet/rusty_bacnet.pyi	1985	method	BACnetServer.add_network_port	(self, instance: int, name: str, network_type: int=0)
crates/rusty-bacnet/rusty_bacnet.pyi	1988	method	BACnetServer.start	(self)
crates/rusty-bacnet/rusty_bacnet.pyi	1992	method	BACnetServer.stop	(self)
crates/rusty-bacnet/rusty_bacnet.pyi	1996	method	BACnetServer.local_address	(self)
crates/rusty-bacnet/rusty_bacnet.pyi	2001	method	BACnetServer.read_property	(self, object_id: ObjectIdentifier, property_id: PropertyIdentifier, array_index: Optional[int]=None)
crates/rusty-bacnet/rusty_bacnet.pyi	2010	method	BACnetServer.write_property_local	(self, object_id: ObjectIdentifier, property_id: PropertyIdentifier, value: PropertyValue, priority: Optional[int]=None, array_index: Optional[int]=None)
